id,price_doc
30474,5211718.5
30475,8072017.5
30476,6012041.5
30477,6177162.5
30478,5616943.0
30479,10610888.0
30480,4937820.0
30481,4074382.5
30482,4954799.0
30483,5019044.5
30484,6769956.5
30485,5264959.5
30486,4275174.0
30487,4481459.0
30488,5900384.5
30489,5816078.0
30490,25296302.0
30491,17954716.0
30492,6160040.5
30493,13398014.0
30494,7194120.0
30495,10070358.0
30496,9730006.0
30497,9317160.0
30498,5139990.0
30499,8826188.0
30500,10563842.0
30501,6590696.5
30502,3326043.5
30503,6433156.5
30504,6087763.0
30505,10711054.0
30506,4019411.5
30507,5046197.5
30508,5369883.5
30509,8433664.0
30510,9040174.0
30511,5848870.0
30512,6334763.5
30513,4708989.5
30514,4672845.5
30515,9136256.0
30516,5798416.5
30517,10853742.0
30518,7005102.5
30519,5326354.5
30520,7984613.0
30521,5742596.0
30522,7963243.5
30523,6123475.0
30524,9587558.0
30525,9099734.0
30526,5402449.0
30527,5171116.5
30528,5978127.5
30529,6010516.0
30530,6555631.5
30531,11628864.0
30532,4967582.0
30533,9218522.0
30534,6852858.5
30535,9156990.0
30536,5611368.5
30537,11340528.0
30538,5954542.5
30539,11979360.0
30540,9156990.0
30541,7464699.5
30542,2449796.0
30543,5851684.5
30544,7686070.5
30545,7232261.0
30546,4282974.0
30547,10104380.0
30548,4561206.5
30549,4961447.5
30550,10572006.0
30551,4850328.0
30552,2321334.0
30553,6690619.5
30554,11211454.0
30555,6650351.5
30556,9022862.0
30557,7839894.0
30558,8381803.5
30559,7107598.0
30560,6138021.5
30561,6640571.0
30562,10007518.0
30563,4311623.0
30564,6448813.0
30565,7443217.0
30566,6891149.0
30567,2394237.25
30568,10077596.0
30569,8333923.0
30570,6706881.5
30571,7154384.0
30572,5183065.5
30573,6452655.0
30574,6709971.0
30575,7711745.5
30576,4585679.5
30577,4821075.0
30578,3886518.5
30579,7088275.5
30580,5619295.0
30581,5241108.0
30582,11042954.0
30583,7197845.5
30584,5378140.5
30585,3401916.0
30586,9132654.0
30587,5422071.5
30588,7288893.5
30589,7126163.0
30590,12485120.0
30591,4595911.5
30592,6893520.5
30593,9454242.0
30594,10161882.0
30595,4809437.0
30596,7261675.5
30597,6452655.0
30598,9341128.0
30599,12527566.0
30600,5452169.5
30601,6892842.0
30602,2394237.25
30603,11724800.0
30604,4900827.0
30605,6541940.5
30606,24182718.0
30607,6926548.0
30608,7930481.5
30609,5816078.0
30610,3290661.25
30611,5567036.0
30612,7446380.5
30613,9298570.0
30614,17099304.0
30615,7027114.5
30616,5886116.0
30617,8520598.0
30618,6202390.5
30619,4535503.0
30620,3261759.25
30621,8022379.0
30622,7636253.0
30623,6563087.5
30624,6967483.0
30625,7831811.5
30626,6454471.5
30627,7813948.5
30628,6452655.0
30629,5366368.5
30630,4633268.5
30631,6341034.5
30632,4104007.5
30633,5456224.5
30634,9968480.0
30635,9156990.0
30636,5418348.0
30637,9156990.0
30638,6317671.0
30639,7647249.0
30640,4448795.5
30641,8376368.5
30642,6160551.0
30643,8736882.0
30644,9341128.0
30645,6999355.0
30646,5491761.5
30647,4903732.5
30648,22874480.0
30649,3155792.75
30650,4991390.0
30651,4020421.25
30652,4741844.0
30653,9852440.0
30654,4761537.5
30655,11960736.0
30656,3890273.75
30657,6647525.5
30658,10246430.0
30659,5431217.5
30660,7493409.0
30661,6829651.0
30662,8553088.0
30663,13176630.0
30664,9504338.0
30665,5816078.0
30666,3099265.75
30667,4213513.0
30668,8859798.0
30669,4371689.5
30670,2733554.0
30671,8755296.0
30672,13270922.0
30673,10417352.0
30674,10552422.0
30675,2449796.0
30676,6942534.0
30677,5471911.0
30678,18646534.0
30679,7298044.5
30680,5492891.0
30681,2710154.75
30682,7702301.0
30683,9405542.0
30684,5502366.5
30685,7306551.0
30686,9136256.0
30687,5632035.5
30688,4679862.0
30689,11498716.0
30690,23207282.0
30691,5488891.0
30692,6569162.0
30693,10074730.0
30694,6777871.5
30695,6755235.0
30696,6859781.5
30697,10197312.0
30698,7975135.0
30699,5656480.0
30700,5444013.5
30701,9341128.0
30702,6338400.5
30703,4129534.0
30704,10108046.0
30705,8181165.5
30706,20708804.0
30707,4640886.5
30708,12133356.0
30709,6532898.0
30710,5793002.5
30711,4870967.0
30712,4168668.25
30713,5964693.0
30714,7117196.0
30715,3829356.25
30716,9405542.0
30717,5910951.0
30718,11188090.0
30719,15621726.0
30720,7311689.0
30721,7098399.5
30722,7368971.0
30723,6291967.5
30724,11594420.0
30725,6321957.5
30726,12006974.0
30727,9156990.0
30728,12224014.0
30729,4508868.0
30730,6033671.0
30731,6655035.5
30732,4471256.0
30733,10775812.0
30734,7058236.5
30735,5680483.5
30736,5940699.5
30737,6620317.5
30738,6226206.5
30739,4809015.0
30740,7015470.5
30741,13672396.0
30742,4462306.5
30743,5407879.5
30744,9384968.0
30745,6931324.0
30746,5753134.0
30747,12138680.0
30748,15232800.0
30749,5842378.0
30750,6561225.0
30751,4262330.5
30752,8170404.0
30753,10279030.0
30754,5891513.5
30755,5471393.5
30756,10161882.0
30757,5857945.5
30758,9857182.0
30759,6318014.5
30760,5460126.5
30761,9163500.0
30762,6918158.0
30763,10108046.0
30764,6124607.0
30765,5406643.0
30766,3853790.0
30767,9782364.0
30768,5112852.5
30769,5219364.0
30770,5641736.0
30771,3244345.5
30772,7763740.5
30773,8353644.0
30774,5863305.5
30775,9738094.0
30776,5798805.5
30777,6087476.0
30778,8987976.0
30779,5852549.5
30780,7308995.5
30781,6873011.0
30782,5007088.0
30783,5070540.0
30784,4131845.0
30785,5850422.5
30786,4849442.5
30787,6669117.0
30788,5552500.5
30789,7823909.0
30790,6484781.5
30791,9565300.0
30792,7087600.0
30793,12592382.0
30794,12768166.0
30795,9543612.0
30796,11345902.0
30797,12668498.0
30798,2780246.5
30799,11128900.0
30800,14284428.0
30801,6605195.5
30802,13607844.0
30803,3342766.5
30804,4006125.75
30805,12690084.0
30806,7058236.5
30807,6241379.0
30808,9703520.0
30809,5244230.0
30810,10705422.0
30811,4438508.5
30812,5878067.0
30813,5470812.0
30814,2629377.25
30815,4433970.0
30816,8188077.0
30817,2417047.25
30818,7689973.0
30819,8651354.0
30820,5406905.5
30821,19032612.0
30822,8372662.0
30823,6782094.0
30824,3894110.5
30825,5140685.5
30826,9624182.0
30827,5228352.5
30828,5825318.0
30829,6769144.0
30830,8721438.0
30831,7057987.5
30832,5543017.5
30833,6367065.5
30834,4230375.0
30835,8108174.0
30836,6675845.0
30837,5791085.0
30838,5750094.5
30839,5932463.0
30840,10790470.0
30841,10293430.0
30842,7578953.0
30843,5606095.5
30844,10193858.0
30845,10438458.0
30846,4609997.0
30847,5983029.0
30848,8178559.0
30849,4566104.5
30850,3982557.5
30851,4569332.0
30852,7160424.0
30853,4003699.5
30854,6036135.0
30855,8231943.0
30856,7490358.0
30857,2671562.5
30858,4709624.0
30859,5607534.0
30860,5781307.5
30861,9087628.0
30862,6380809.5
30863,5156911.5
30864,6769747.5
30865,9384782.0
30866,8213838.0
30867,5340434.0
30868,9071968.0
30869,5700030.0
30870,6280017.0
30871,8921910.0
30872,4478027.0
30873,4288680.0
30874,4456684.0
30875,5912406.5
30876,5299802.0
30877,9537854.0
30878,5250770.5
30879,9485152.0
30880,6662119.0
30881,2417047.25
30882,10839146.0
30883,4894971.0
30884,5300936.0
30885,4812760.5
30886,7220728.5
30887,5966903.5
30888,4655064.0
30889,5689012.5
30890,7493136.5
30891,3756287.5
30892,3876600.0
30893,4709624.0
30894,5838345.5
30895,4437596.0
30896,6413211.5
30897,7820405.5
30898,6903780.5
30899,6702787.5
30900,3935881.0
30901,6246498.0
30902,2394237.25
30903,7073200.5
30904,8097100.0
30905,5300936.0
30906,6896657.0
30907,11307622.0
30908,4134221.5
30909,12950618.0
30910,7071117.0
30911,4328928.0
30912,6240914.0
30913,13744328.0
30914,5772621.0
30915,7325184.0
30916,5338156.0
30917,8089866.5
30918,6343172.0
30919,5379665.0
30920,5540017.0
30921,4670086.5
30922,6125249.5
30923,3710611.75
30924,5306960.5
30925,13796240.0
30926,6451012.0
30927,8238037.0
30928,5391217.5
30929,5328210.0
30930,10673934.0
30931,10075498.0
30932,5167684.0
30933,5117823.0
30934,13506638.0
30935,6903780.5
30936,7058236.5
30937,8547752.0
30938,4093058.75
30939,8698158.0
30940,6425124.0
30941,6587620.0
30942,4012713.25
30943,6310757.5
30944,5028796.0
30945,4014949.0
30946,11960388.0
30947,7406421.5
30948,7050431.0
30949,6482857.5
30950,6533429.0
30951,15708710.0
30952,7899385.5
30953,9418036.0
30954,4688621.5
30955,6282902.0
30956,6518931.0
30957,6252931.5
30958,31366782.0
30959,7812974.5
30960,7680065.5
30961,7792958.0
30962,10527472.0
30963,4297984.0
30964,5216457.5
30965,6683001.0
30966,12584386.0
30967,11978224.0
30968,3381266.5
30969,3981707.75
30970,5879067.0
30971,10874280.0
30972,4065448.25
30973,4901916.5
30974,5616943.0
30975,7354861.5
30976,5312796.0
30977,7516484.0
30978,7481928.5
30979,3878996.75
30980,7539648.0
30981,5985861.5
30982,7465575.5
30983,4295267.5
